,opdb_id,is_machine_group,name,shortname,description,created_at,updated_at
945,G59j7,True,Polo / Mini Cycle,,,2018-05-08,2018-05-08
946,G4yY2,True,Camelot / Galahad,,,2018-05-08,2018-05-08
947,G4PQj,True,Road Race / Stock Car,,,2018-05-08,2018-05-08
948,G5VQ8,True,Miss Universo,,,2018-05-08,2018-05-08
949,Gr88w,True,Gay 90's,G90S,,2018-05-08,2018-05-08
950,Gr3qw,True,King Tut / King Rex,,,2018-05-08,2018-05-08
951,G5wkx,True,Cowboy / Big Flipper,,,2018-05-08,2018-05-08
952,G5BJx,True,Seven Up / Set Up,,,2018-05-08,2018-05-08
953,Grxk8,True,Joust,,,2018-05-08,2018-05-08
954,GRvkP,True,Skipper,,,2018-05-08,2018-05-08
955,Gr2jZ,True,Expo / Roto,,,2018-05-08,2018-05-08
956,G56P2,True,Mibs,,,2018-05-08,2018-05-08
957,G4NQ7,True,Bally Hoo,,,2018-05-08,2018-05-08
958,G5LQ2,True,Wild Wild West / Lariat,,,2018-05-08,2018-05-08
959,GrJQv,True,Action,,,2018-05-08,2018-05-08
960,GR0W9,True,Paddock / Post Time,,,2018-05-08,2018-05-08
961,GR7V3,True,Moon Shot / Astronaut,,,2018-05-08,2018-05-08
962,GRbWj,True,Target Pool / Mini Pool,,,2018-05-08,2018-05-08
963,G4XQE,True,On Beam,,,2018-05-08,2018-05-08
964,GRDQ1,True,Gator / Sheba / Campus Queen,,,2018-05-08,2018-05-08
965,G5YQK,True,Smart Set,,,2018-05-08,2018-05-08
966,GrOQ1,True,College Queens / Airport,,,2018-05-08,2018-05-08
967,G5KQV,True,Suspense,,,2018-05-08,2018-05-08
968,G4k30,True,Op-Pop-Pop,,,2018-05-08,2018-05-08
969,G4ZQv,True,Spin-A-Card / Hearts and Spades,,,2018-05-08,2018-05-08
970,G4eqP,True,Miss-O / Cue-T,,,2018-05-08,2018-05-08
971,GRQQZ,True,Pirate Gold,,,2018-05-08,2018-05-08
972,G5zkk,True,Serenade,,,2018-05-08,2018-05-08
973,Grlwk,True,Poker,,,2018-05-08,2018-05-08
974,G5p2Y,True,Cosmos,,,2018-05-08,2018-05-08
975,G4djP,True,Jolly Roger,,,2018-05-08,2018-05-08
976,GrEQy,True,Subway / Cross Town,,,2018-05-08,2018-05-08
977,GRov2,True,Flower's Child,,,2018-05-09,2018-05-09
978,G41nY,True,Hit Line,,,2018-05-09,2018-05-09
979,G5WQN,True,Four Seasons,,,2018-05-09,2018-05-09
980,G5nx7,True,Cabaret,,,2018-05-09,2018-05-09
981,G4j8k,True,Domino / PlayMates,,,2018-05-09,2018-05-09
982,G4q68,True,MiniZag,,,2018-05-09,2018-05-09
983,GR937,True,Big Jack,,,2018-05-09,2018-05-09
984,Gryk2,True,Playtime,,,2018-05-09,2018-05-09
985,GrPkj,True,Pit Stop,,,2018-05-09,2018-05-09
986,GRVk8,True,Doozie / Daffie,,,2018-05-09,2018-05-09
987,G48Xw,True,Hayburners II,,,2018-05-09,2018-05-09
988,G43zw,True,RockMakers,,,2018-05-09,2018-05-09
989,GRwqx,True,Fun Land / Fun Park,,,2018-05-09,2018-05-09
990,GRBDx,True,Schuss,,,2018-05-09,2018-05-09
991,G4x98,True,Stage Coach,,,2018-05-09,2018-05-09
992,G5vjP,True,Joker,,,2018-05-09,2018-05-09
993,G42XZ,True,Student Prince,,,2018-05-09,2018-05-09
994,GR6X2,True,Safari,,,2018-05-09,2018-05-09
995,GrND7,True,Dixieland,,,2018-05-09,2018-05-09
996,GRLD2,True,Royal Guard / Palace Guard,,,2018-05-09,2018-05-09
997,Grlk9,True,Spin Wheel,,,2018-05-09,2018-05-09
998,G5pzQ,True,Lady Luck,,,2018-05-09,2018-05-09
999,G4dQD,True,Comics,,,2018-05-09,2018-05-09
1000,GrEDX,True,Elite Guard,,,2018-05-09,2018-05-09
1001,GRop9,True,Ding Dong / Smarty,,,2018-05-09,2018-05-09
1002,G41XE,True,Racers,,,2018-05-09,2018-05-09
1003,G5WkJ,True,Caravan,,,2018-05-09,2018-05-09
1004,G5nlX,True,Gun Smoke,,,2018-05-09,2018-05-09
1005,G4jZo,True,Dogies,,,2018-05-09,2018-05-09
1006,G4qEl,True,Touchdown / Kickoff,,,2018-05-09,2018-05-09
1007,GR9DK,True,Derby Day,,,2018-05-09,2018-05-09
1008,GryyO,True,Surfers,,,2018-05-09,2018-05-09
1009,GrPkZ,True,Sing Along / Melody,,,2018-05-09,2018-05-09
1010,GRVkQ,True,Sea Side,,,2018-05-09,2018-05-09
1011,G48XX,True,Surf Side,,,2018-05-09,2018-05-09
1012,G43z8,True,Playboy,,,2018-05-09,2018-05-09
1013,GRwqD,True,Beat Time,,,2018-05-09,2018-05-09
1014,GRBDj,True,Apollo / Blast Off,,,2018-05-09,2018-05-09
1015,G4x9D,True,The Wiggler,,,2018-05-09,2018-05-09
1016,G5vjW,True,Crown Soccer Special,,,2018-05-09,2018-05-09
1017,G42XB,True,Rocket III,,,2018-05-09,2018-05-09
1018,GR6XE,True,Hi-Score / Super Score,,,2018-05-10,2018-05-10
1019,GrND1,True,Twinky,,,2018-05-10,2018-05-10
1020,GRLDP,True,West Club,,,2018-05-10,2018-05-10
1021,G4JDn,True,Boot-A-Ball,,,2018-05-10,2018-05-10
1022,G50XN,True,Shangri-La,,,2018-05-10,2018-05-10
1023,G57xp,True,Magic City / Magic Town,,,2018-05-10,2018-05-10
1024,G5bYP,True,Beatniks,,,2018-05-10,2018-05-10
1025,GrXex,True,Capersville,,,2018-05-10,2018-05-10
1026,G5DeY,True,Dancing Lady,,,2018-05-10,2018-05-10
1027,GRYey,True,Casanova,,,2018-05-10,2018-05-10
1028,G4Oeq,True,Rally Girl,,,2018-05-10,2018-05-10
1029,GRKeO,True,Bazaar,,,2018-05-10,2018-05-10
1030,GrkYy,True,Loop the Loop,,,2018-05-10,2018-05-10
1031,GrZex,True,Hot Line / Big Strike,,,2018-05-10,2018-05-10
1032,GreYQ,True,Six Shooter,,,2018-05-10,2018-05-10
1033,G5Qed,True,Kicker,,,2018-05-10,2018-05-10
1034,GRzow,True,Buckaroo / Cow Poke,,,2018-05-10,2018-05-10
1035,G4lY9,True,Festival,,,2018-05-10,2018-05-10
1036,GRpYQ,True,Central Park / Hurdy Gurdy,,,2018-05-10,2018-05-10
1037,GrdYD,True,Mayfair / Hyde Park,,,2018-05-10,2018-05-10
1038,G4EeX,True,Full House / Top Hand,,,2018-05-10,2018-05-10
1039,G5oO9,True,A-Go-Go,,,2018-05-10,2018-05-10
1040,Gr1PE,True,Gold Rush,,,2018-05-10,2018-05-10
1041,GRWeJ,True,Six Sticks,,,2018-05-10,2018-05-10
1042,GRnYX,True,Ice-Revue / Ice Show,,,2018-05-10,2018-05-10
1043,GrjYo,True,Masquerade,,,2018-05-10,2018-05-10
1044,GrqYl,True,Wild Wheels,,,2018-05-10,2018-05-10
1045,G592K,True,8 Ball,,,2018-05-10,2018-05-10
1046,G4yEO,True,Paradise / Pleasure Isle,,,2018-05-10,2018-05-10
1047,G4PeZ,True,Messalina,,,2018-05-10,2018-05-10
1048,G5VeQ,True,Hairy Singers,,,2018-05-10,2018-05-10
1049,Gr8vX,True,Bull's Eye,,,2018-05-10,2018-05-10
1050,Gr388,True,Blue Ribbon,,,2018-05-10,2018-05-10
1051,G5wpD,True,Teacher's Pet,,,2018-05-10,2018-05-10
1052,G5BQj,True,Lucky Strike / Bowl A Strike,,,2018-05-10,2018-05-10
1053,GrxdD,True,Bank-A-Ball / Flipper Pool,,,2018-05-11,2018-05-11
1054,GRvlW,True,Discotek,,,2018-05-11,2018-05-11
1055,Gr2VB,True,Big Chief,,,2018-05-11,2018-05-11
1056,G56BE,True,Aces High,,,2018-05-11,2018-05-11
1057,G4Ne1,True,Kings & Queens,,,2018-05-11,2018-05-11
1058,G5LeP,True,Trio,,,2018-05-11,2018-05-11
1059,GrJen,True,Dodge City,,,2018-05-11,2018-05-11
1060,GR0yN,True,50/50,,,2018-05-11,2018-05-11
1061,GR7Lp,True,Hula-Hula,,,2018-05-11,2018-05-11
1062,GRb9P,True,Magic Circle,,,2018-05-12,2018-05-12
1063,G4Xlx,True,Pot 'O' Gold,,,2018-05-12,2018-05-12
1064,GRDjY,True,Moulin Rouge,,,2018-05-12,2018-05-12
1065,G5Ypy,True,Hi Dolly,,,2018-05-12,2018-05-12
1066,GrOvq,True,Eager Beaver,,,2018-05-12,2018-05-12
1067,G5K3O,True,Alpine Club / Ski Club,,,2018-05-12,2018-05-12
1068,G4kvy,True,Band Wagon,,,2018-05-12,2018-05-12
1069,G4Zdx,True,Thoro-Bred,,,2018-05-12,2018-05-12
1070,G4eVQ,True,Joly Captain,,,2018-05-12,2018-05-12
1071,GRQ6d,True,Sky·Line,,,2018-05-12,2018-05-12
1072,G5zDw,True,Pretty Baby,,,2018-05-12,2018-05-12
1073,Grl29,True,Curling,,,2018-05-12,2018-05-12
1074,G5pJQ,True,Bullfight,,,2018-05-12,2018-05-12
1075,G4dPD,True,Landing on Venus,,,2018-05-12,2018-05-12
1076,GrEqX,True,Saloon,,,2018-05-12,2018-05-12
1077,GRoL9,True,Zig Zag / Wing Ding,,,2018-05-12,2018-05-12
1078,G41BE,True,Bus Stop,,,2018-05-12,2018-05-12
1079,G5WbJ,True,Happy Clown,,,2018-05-12,2018-05-12
1080,G5nNX,True,Rodeo,,,2018-05-12,2018-05-12
1081,G4jxo,True,Whoopee,,,2018-05-12,2018-05-12
1082,G4q0l,True,South Pacific,,,2018-05-12,2018-05-12
1083,GR90K,True,Harvest / Hay-Ride,,,2018-05-12,2018-05-12
1084,GryDO,True,Sea Shore,,,2018-05-12,2018-05-12
1085,GrP2Z,True,River Boat,,,2018-05-12,2018-05-12
1086,GRV7Q,True,North Star,,,2018-05-12,2018-05-12
1087,G48JX,True,Big Day,,,2018-05-12,2018-05-12
1088,G43v8,True,Stop 'N' Go,,,2018-05-12,2018-05-12
1089,GRwDD,True,Majorettes,,,2018-05-12,2018-05-12
1090,GRBWj,True,2 in 1,,,2018-05-12,2018-05-12
1091,G4xYD,True,Bowling Queen,,,2018-05-12,2018-05-12
1092,G5vDW,True,Heat Wave,,,2018-05-12,2018-05-12
1093,G42xB,True,Flying Turns,,,2018-05-12,2018-05-12
1094,GR6NE,True,Bonanza,,,2018-05-12,2018-05-12
1095,GrNx1,True,Grand Tour / Happy Tour,,,2018-05-12,2018-05-12
1096,GRLwP,True,San Francisco,,,2018-05-12,2018-05-12
1097,Grl21,True,Mad World,,,2018-05-12,2018-05-12
1098,G5pJd,True,Palooka,,,2018-05-12,2018-05-12
1099,G4dVX,True,Sky Divers,,,2018-05-12,2018-05-12
1100,GrEyL,True,World Fair,,,2018-05-12,2018-05-12
1101,GRoJk,True,Soccer,,,2018-05-12,2018-05-12
1102,G41e6,True,3-In-Line / Bongo,,,2018-05-12,2018-05-12
1103,G5Wl0,True,Monte Carlo,,,2018-05-12,2018-05-12
1104,G5nLZ,True,Oh Boy,,,2018-05-12,2018-05-12
1105,G4jvD,True,Ship-Mates,,,2018-05-12,2018-05-12
1106,G4q73,True,The Three Musketeers,,,2018-05-12,2018-05-12
1107,GR9el,True,Big Top,,,2018-05-12,2018-05-12
1108,Gry16,True,Hockey Girl,,,2018-05-12,2018-05-12
1109,GrPNp,True,Royal Flash,,,2018-05-12,2018-05-12
1110,GRVXD,True,Mustang,,,2018-05-12,2018-05-12
1111,G48e6,True,Beat the Clock,,,2018-05-12,2018-05-12
1112,G43ek,True,Gigi,,,2018-05-12,2018-05-12
1113,GRwEJ,True,Star-Jet,,,2018-05-12,2018-05-12
1114,GRBjX,True,Colorama,,,2018-05-12,2018-05-12
1115,G4xo0,True,Hootenanny,,,2018-05-12,2018-05-12
1116,G5vdo,True,Handicap,,,2018-05-12,2018-05-12
1117,G42eb,True,Bronco,,,2018-05-12,2018-05-12
1118,GR6ex,True,Flying Chariots,,,2018-05-12,2018-05-12
1119,GrN2w,True,Fire Cracker,,,2018-05-12,2018-05-12
1120,GRLxN,True,Merry Widow,,,2018-05-12,2018-05-12
1121,G4JwE,True,Sweet Hearts,,,2018-05-12,2018-05-12
1122,G50e1,True,Big Daddy,,,2018-05-12,2018-05-12
1123,G57eW,True,Race-Way,,,2018-05-12,2018-05-12
1124,G5bzW,True,Poker Face,,,2018-05-12,2018-05-12
1125,GrXpk,True,El Toro,,,2018-05-12,2018-05-12
1126,G5D9e,True,Swing-Along,,,2018-05-12,2018-05-12
1127,GRYdp,True,Cue-Tease,,,2018-05-12,2018-05-12
1128,G4O66,True,Skill Pool,,,2018-05-12,2018-05-12
1129,GRKB8,True,Square Head,,,2018-05-12,2018-05-12
1130,Grk27,True,Swing Time,,,2018-05-12,2018-05-12
1131,GrZE0,True,Go-Cart,,,2018-05-12,2018-05-12
1132,Gre8z,True,Slick Chick,,,2018-05-12,2018-05-12
1133,G5QLj,True,Jumpin' Jack's,,,2018-05-12,2018-05-12
1134,GRzWL,True,Cross Country,,,2018-05-12,2018-05-12
1135,G4l61,True,Big Deal,,,2018-05-12,2018-05-12
1136,GRp0d,True,Moon Shot,,,2018-05-12,2018-05-12
1137,GrdqX,True,Gaucho,,,2018-05-12,2018-05-12
1138,G4EjL,True,Tom Tom,,,2018-05-12,2018-05-12
1139,G5o2k,True,Happy Papeete,,,2018-05-12,2018-05-12
1140,Gr1Q6,True,Toro,,,2018-05-12,2018-05-12
1141,GRWz0,True,4 Roses,,,2018-05-12,2018-05-12
1142,GRnvZ,True,Sun Valley,,,2018-05-12,2018-05-12
1143,Grj3D,True,Arrowhead,,,2018-05-12,2018-05-12
1144,GrqN3,True,Rack-A-Ball,,,2018-05-12,2018-05-12
1145,G59Ql,True,Sunset,,,2018-05-12,2018-05-12
1146,G4yl6,True,Flipper Cowboy,,,2018-05-12,2018-05-12
1147,G4Pvp,True,Vagabond,,,2018-05-12,2018-05-12
1148,G5V0D,True,Mardi Gras,,,2018-05-12,2018-05-12
1149,Gr8Q6,True,Olympics,,,2018-05-12,2018-05-12
1150,Gr3Qk,True,King Pin,,,2018-05-12,2018-05-12
1151,G5wXJ,True,Preview,,,2018-05-12,2018-05-12
1152,G5B1X,True,Valiant,,,2018-05-12,2018-05-12
1153,GrxD0,True,"Friendship ""7""",,,2018-05-12,2018-05-12
1154,GRvbo,True,Cover Girl,,,2018-05-12,2018-05-12
1155,Gr2Qb,True,Fashion Show,,,2018-05-12,2018-05-12
1156,G56Qx,True,Trade Winds,,,2018-05-12,2018-05-12
1157,G4NBw,True,Coquette,,,2018-05-12,2018-05-12
1158,G5L3N,True,Tropic Isle,,,2018-05-12,2018-05-12
1159,GrJVE,True,Flipper Clown,,,2018-05-12,2018-05-12
1160,GR0Q1,True,3 Coins,,,2018-05-12,2018-05-12
1161,GR7zW,True,Karting,,,2018-05-12,2018-05-12
1162,GRbnW,True,Beach Games,,,2018-05-12,2018-05-12
1163,G4Xbk,True,Liberty Belle,,,2018-05-12,2018-05-12
1164,GRDne,True,Twist,,,2018-05-12,2018-05-12
1165,G5YXp,True,Space Ship,,,2018-05-12,2018-05-12
1166,GrOx6,True,Egg Head,,,2018-05-12,2018-05-12
1167,G5K88,True,Metro,,,2018-05-12,2018-05-12
1168,G4kw7,True,Aloha,,,2018-05-12,2018-05-12
1169,G4ZD0,True,Kismet,,,2018-05-12,2018-05-12
1170,G4e9z,True,Flipper Fair,,,2018-05-12,2018-05-12
1171,GRQ2j,True,Reserve,,,2018-05-12,2018-05-12
1172,G5zpL,True,Skill-Ball,,,2018-05-12,2018-05-12
1173,GrlB1,True,Corral,,,2018-05-12,2018-05-12
1174,G5p6d,True,Lancers,,,2018-05-12,2018-05-12
1175,G4dvX,True,Double Barrel,,,2018-05-12,2018-05-12
1176,GrEvL,True,Big Casino,,,2018-05-12,2018-05-12
1177,GRoYk,True,Ten Spot,,,2018-05-12,2018-05-12
1178,G41Y6,True,Flying Circus,,,2018-05-12,2018-05-12
1179,G5WW0,True,Hollywood,,,2018-05-12,2018-05-12
1180,G5nDZ,True,Flipper Parade,,,2018-05-12,2018-05-12
1181,G4j0D,True,Highways,,,2018-05-12,2018-05-12
1182,G4qp3,True,Show Boat,,,2018-05-12,2018-05-12
1183,GR9nl,True,Oklahoma,,,2018-05-12,2018-05-12
1184,Gryq6,True,Caravelle,,,2018-05-12,2018-05-12
1185,GrPYp,True,Bo Bo,,,2018-05-12,2018-05-12
1186,GRV1D,True,Foto Finish,,,2018-05-12,2018-05-12
1187,G48W6,True,Sunday on Ice,,,2018-05-12,2018-05-12
1188,G43pk,True,Samba,,,2018-05-12,2018-05-12
1189,GRwnJ,True,Bowling Flipper,,,2018-05-12,2018-05-12
1190,GRBwX,True,Magic Clock,,,2018-05-12,2018-05-12
1191,G4xj0,True,Merry-Go-Round,,,2018-05-12,2018-05-12
1192,G5vWo,True,Black Jack,,,2018-05-12,2018-05-12
1193,G42lb,True,Viking,,,2018-05-12,2018-05-12
1194,GR6ox,True,Kewpie Doll,,,2018-05-12,2018-05-12
1195,GrNXw,True,Flipper,,,2018-05-12,2018-05-12
1196,GRL7N,True,Jungle,,,2018-05-12,2018-05-12
1197,Grlb3,True,Music Man,,,2018-05-12,2018-05-12
1198,G5plO,True,Melody Lane,,,2018-05-12,2018-05-12
1199,G4dvK,True,Hot Diggity,,,2018-05-12,2018-05-12
1200,GrEvQ,True,Fun House,,,2018-05-13,2018-05-13
1201,GRoYp,True,Spot-A-Card,,,2018-05-13,2018-05-13
1202,G41YP,True,Captain Kidd,,,2018-05-13,2018-05-13
1203,G5WWb,True,Darts,,,2018-05-13,2018-05-13
1204,G5nDL,True,Dancing Dolls,,,2018-05-13,2018-05-13
1205,G4j03,True,Lite-A-Card,,,2018-05-13,2018-05-13
1206,G4qpp,True,Serenade,,,2018-05-13,2018-05-13
1207,GR9nJ,True,Texan,,,2018-05-13,2018-05-13
1208,Gryqo,True,Beauty Queens,,,2018-05-13,2018-05-13
1209,GrPYn,True,Wagon Train,,,2018-05-13,2018-05-13
1210,GRV1N,True,Nags,,,2018-05-13,2018-05-13
1211,G48W0,True,21,,,2018-05-13,2018-05-13
1212,G43pX,True,Hi Straight,,,2018-05-13,2018-05-13
1213,GRwNV,True,Golden Gloves,,,2018-05-13,2018-05-13
1214,GRBpL,True,World Beauties,,,2018-05-13,2018-05-13
1215,G4xLZ,True,Seven Seas,,,2018-05-13,2018-05-13
1216,G5v6Y,True,Fiesta,,,2018-05-13,2018-05-13
1217,G42BY,True,Rocket,,,2018-05-13,2018-05-13
1218,GR66d,True,Lightning Ball,,,2018-05-13,2018-05-13
1219,GrNVz,True,Mademoiselle,,,2018-05-13,2018-05-13
1220,GRLy6,True,Universe,,,2018-05-13,2018-05-13
1221,G4JqB,True,Miss Annabelle,,,2018-05-13,2018-05-13
1222,G503n,True,Sweet Sioux,,,2018-05-13,2018-05-13
1223,G57NK,True,Sea Wolf,,,2018-05-13,2018-05-13
1224,G5bpE,True,Around the World,,,2018-05-13,2018-05-13
1225,GrXLd,True,Atlas,,,2018-05-13,2018-05-13
1226,G5DEb,True,Hi-Diver,,,2018-05-13,2018-05-13
1227,GRYJD,True,Crossword,,,2018-05-13,2018-05-13
1228,G4O8o,True,Race Time,,,2018-05-13,2018-05-13
1229,GRK9W,True,Golden Bells,,,2018-05-13,2018-05-13
1230,Grk9J,True,Straight Shooter,,,2018-05-13,2018-05-13
1231,GrZ0J,True,Spot-Pool,,,2018-05-13,2018-05-13
1232,GreoN,True,Tic-Tac-Toe,,,2018-05-13,2018-05-13
1233,G5Qwv,True,Double Action,,,2018-05-13,2018-05-13
1234,GRz0q,True,3-D,,,2018-05-13,2018-05-13
1235,G4ly3,True,Club House,,,2018-05-13,2018-05-13
1236,GRp3O,True,Sittin' Pretty,,,2018-05-13,2018-05-13
1237,GrdEK,True,Contest,,,2018-05-13,2018-05-13
1238,G4EoQ,True,Gusher,,,2018-05-13,2018-05-13
1239,G5o8p,True,Sunshine,,,2018-05-13,2018-05-13
1240,Gr1wP,True,Gondolier,,,2018-05-13,2018-05-13
1241,GRWNb,True,Casino,,,2018-05-13,2018-05-13
1242,GRnVL,True,4 Star,,,2018-05-13,2018-05-13
1243,Grjq3,True,Turf Champ,,,2018-05-13,2018-05-13
1244,Grqwp,True,Satellite,,,2018-05-13,2018-05-13
1245,G59JJ,True,Roto Pool,,,2018-05-13,2018-05-13
1246,G4yJo,True,Picnic,,,2018-05-13,2018-05-13
1247,G4P3n,True,Rocket Ship,,,2018-05-13,2018-05-13
1248,G5V6N,True,Fun-Fair,,,2018-05-13,2018-05-13
1249,Gr8L0,True,Kick-Off,,,2018-05-13,2018-05-13
1250,Gr3xX,True,Top Hat,,,2018-05-13,2018-05-13
1251,G5wdV,True,Brite Star,,,2018-05-13,2018-05-13
1252,G5B3L,True,Flying Aces,,,2018-05-13,2018-05-13
1253,GrxEZ,True,Eleven Belles,,,2018-05-13,2018-05-13
1254,GRvpY,True,Criss Cross,,,2018-05-13,2018-05-13
1255,Gr2KY,True,Show Boat,,,2018-05-13,2018-05-13
1256,G56Ed,True,Whirl-Wind,,,2018-05-13,2018-05-13
1257,G4Nbz,True,Jig Saw,,,2018-05-13,2018-05-13
1258,G5L06,True,Straight Flush,,,2018-05-13,2018-05-13
1259,GrJLB,True,Steeple-Chase,,,2018-05-13,2018-05-13
1260,GR0Yn,True,Falstaff,,,2018-05-13,2018-05-13
1261,GR7oK,True,Kings,,,2018-05-13,2018-05-13
1262,GRb8E,True,Reno,,,2018-05-13,2018-05-13
1263,G4Xod,True,Silver,,,2018-05-13,2018-05-13
1264,GRDBb,True,World Champ,,,2018-05-13,2018-05-13
1265,G5Y1D,True,Naples,,,2018-05-13,2018-05-13
1266,GrOXo,True,Carnival,,,2018-05-13,2018-05-13
1267,G5KJW,True,Balls-A-Poppin / Circus,,,2018-05-13,2018-05-13
1268,G4kLJ,True,Super Circus,,,2018-05-13,2018-05-13
1269,G4ZWJ,True,Continental Cafe,,,2018-05-13,2018-05-13
1270,G4ezN,True,Royal Flush,,,2018-05-13,2018-05-13
1271,GRQYv,True,Majestic,,,2018-05-13,2018-05-13
1272,G5z1q,True,Arrow Head,,,2018-05-13,2018-05-13
1273,GrlJ3,True,Ace High,,,2018-05-13,2018-05-13
1274,G5pXO,True,Flag-Ship,,,2018-05-13,2018-05-13
1275,G4dwK,True,Gay Paree,,,2018-05-13,2018-05-13
1276,GrExQ,True,Cue Ball,,,2018-05-13,2018-05-13
1277,GRobp,True,Rainbow,,,2018-05-13,2018-05-13
1278,G41OP,True,Sea Belles / Fair Lady,,,2018-05-13,2018-05-13
1279,G5WEb,True,Register,,,2018-05-13,2018-05-13
1280,G5n7L,True,Shamrock,,,2018-05-13,2018-05-13
1281,G4jN3,True,Perky,,,2018-05-13,2018-05-13
1282,G4qDp,True,Starfire,,,2018-05-13,2018-05-13
1283,GR9WJ,True,Auto Race,,,2018-05-13,2018-05-13
1284,Gryoo,True,Capri,,,2018-05-13,2018-05-13
1285,GrPDn,True,Classy Bowler,,,2018-05-13,2018-05-13
1286,GRVdN,True,Blondie,,,2018-05-13,2018-05-13
1287,G4810,True,Toreador,,,2018-05-13,2018-05-13
1288,G43lX,True,Super Score,,,2018-05-13,2018-05-13
1289,GRwPV,True,Surf Rider,,,2018-05-13,2018-05-13
1290,GRBbL,True,Big League Baseball,,,2018-05-13,2018-05-13
1291,G4xVZ,True,Sluggin' Champ,,,2018-05-13,2018-05-13
1292,G5vyY,True,Derby Day,,,2018-05-13,2018-05-13
1293,G42yY,True,Score-Board,,,2018-05-13,2018-05-13
1294,GR63d,True,Piccadilly,,,2018-05-13,2018-05-13
1295,GrN1z,True,Red White Blue,,,2018-05-13,2018-05-13
1296,GRLE6,True,Gladiator,,,2018-05-13,2018-05-13
1297,GrlpL,True,Tim-Buc-Tu,,,2018-05-13,2018-05-13
1298,G5p1j,True,Easy Aces,,,2018-05-13,2018-05-13
1299,G4dbe,True,Frontiersman,,,2018-05-13,2018-05-13
1300,GrEYP,True,Marathon,,,2018-05-13,2018-05-13
1301,GRoo7,True,Wishing Well,,,2018-05-13,2018-05-13
1302,G419y,True,Regatta,,,2018-05-13,2018-05-13
1303,G5W8D,True,Tournament,,,2018-05-13,2018-05-13
1304,G5nE1,True,Snafu,,,2018-05-13,2018-05-13
1305,G4jk1,True,Can Can,,,2018-05-13,2018-05-13
1306,G4qWJ,True,Circus Wagon,,,2018-05-13,2018-05-13
1307,GR9xv,True,Sweet Add-A-Line,,,2018-05-13,2018-05-13
1308,Gry8L,True,Southern Belle,,,2018-05-13,2018-05-13
1309,GrPnx,True,Jubilee,,,2018-05-13,2018-05-13
1310,GRVVb,True,Band Wagon,,,2018-05-13,2018-05-13
1311,G48B7,True,Smoke Signal,,,2018-05-13,2018-05-13
1312,G43Pj,True,Three Deuces,,,2018-05-13,2018-05-13
1313,GRwPK,True,Wonderland,,,2018-05-13,2018-05-13
1314,GRBbJ,True,Poker Alley,,,2018-05-13,2018-05-13
1315,G4xV9,True,Peter Pan,,,2018-05-13,2018-05-13
1316,G5vyl,True,Duette,,,2018-05-13,2018-05-13
1317,G42yx,True,Race the Clock,,,2018-05-13,2018-05-13
1318,GR63e,True,Gypsy Queen,,,2018-05-13,2018-05-13
1319,GrN1B,True,Twin Bill,,,2018-05-13,2018-05-13
1320,GRLE7,True,Stage Coach,,,2018-05-13,2018-05-13
1321,G4Jpq,True,Diamond Lill,,,2018-05-13,2018-05-13
1322,G50qY,True,Spitfire,,,2018-05-13,2018-05-13
1323,G57ww,True,Lulu,,,2018-05-13,2018-05-13
1324,G5b0Z,True,Colors,,,2018-05-13,2018-05-13
1325,GrX36,True,Super Jumbo / Deluxe Jumbo,,,2018-05-13,2018-05-13
1326,G5DD0,True,Dragonette / 4-Belles,,,2018-05-13,2018-05-13
1327,GRY0B,True,Lady Luck,,,2018-05-13,2018-05-13
1328,G4O30,True,Cue-Tee / Star Pool,,,2018-05-13,2018-05-13
1329,GRKyL,True,Gold Star,,,2018-05-13,2018-05-13
1330,Grkjn,True,Slugfest,,,2018-05-13,2018-05-13
1331,GrZ7y,True,Daffy Derby,,,2018-05-14,2018-05-14
1332,Gred6,True,Daisy May,,,2018-05-14,2018-05-14
1333,G5QBX,True,Big Ben,,,2018-05-14,2018-05-14
1334,GRzLZ,True,Hawaiian Beauty,,,2018-05-14,2018-05-14
1335,G4lqL,True,Jockey Club,,,2018-05-14,2018-05-14
1336,GRpVj,True,Screamo,,,2018-05-14,2018-05-14
1337,Grdpe,True,Mystic Marvel,,,2018-05-14,2018-05-14
1338,G4E1P,True,Skyway,,,2018-05-14,2018-05-14
1339,G5oP7,True,Lovely Lucy,,,2018-05-14,2018-05-14
1340,Gr12y,True,Green Pastures,,,2018-05-14,2018-05-14
1341,GRWLD,True,Thunderbird,,,2018-05-14,2018-05-14
1342,GRny1,True,Nine Sisters,,,2018-05-14,2018-05-14
1343,Grjn1,True,Dealer,,,2018-05-14,2018-05-14
1344,Grq8J,True,Lazy-Q,,,2018-05-14,2018-05-14
1345,G59Xv,True,Arabian Knights,,,2018-05-14,2018-05-14
1346,G4yNL,True,Struggle Buggies,,,2018-05-14,2018-05-14
1347,G4Pwx,True,Gun Club,,,2018-05-14,2018-05-14
1348,G5VNb,True,Army Navy,,,2018-05-14,2018-05-14
1349,Gr8b7,True,Pin Wheel,,,2018-05-14,2018-05-14
1350,Gr3Nj,True,Shindig,,,2018-05-14,2018-05-14
1351,G5w2K,True,C.O.D.,,,2018-05-14,2018-05-14
1352,G5BdJ,True,Grand Champion,,,2018-05-14,2018-05-14
1353,Grx69,True,Poker Face,,,2018-05-14,2018-05-14
1354,GRvvl,True,Palisades,,,2018-05-14,2018-05-14
